id,reflection_link
10241,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34687
10242,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=27466
10244,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33008
10245,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31642
10247,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33009
10249,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=48138
10252,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33932
10253,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34696
10254,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34689
10256,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31196
10257,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33010
10258,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33011
10259,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=32505
10260,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31077
10261,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31645
10693,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31732
10694,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34072
10696,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33012
10697,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34074
10698,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33013
10699,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33014
10700,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33752
10702,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33065
10703,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33015
10951,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34078
10952,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56164
10953,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31734
10954,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=32817
10955,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=52057
10956,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54369
10957,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34079
10958,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33043
10959,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31735
10960,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33016
10962,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=53659
10963,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=53660
10965,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56165
10966,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=32818
10967,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=53661
11215,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34873
11216,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=52919
11217,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=34081
11218,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56167
11219,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=72712
11220,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=31647
11221,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=36119
11222,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54374
11300,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54376
11301,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56168
11945,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=52921
11946,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=33736
11947,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=46890
11948,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54372
11949,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54373
12143,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=36121
12144,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54885
12145,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=85145
12146,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54391
12147,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=52160
12463,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54751
12464,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=51963
12465,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56169
12466,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54780
12468,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54375
12469,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54377
12470,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=51964
12966,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=52904
12967,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=52922
13322,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56171
13323,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56170
13324,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54881
13325,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=56172
13326,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54882
13327,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=46132
15757,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=52577
15758,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=54392
16419,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=81494
16420,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=86137
16421,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=88316
16423,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=82153
16424,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=82800
16425,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=106026
16426,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=63748
18375,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=96999
18376,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=65559
18377,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=81203
18378,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=87799
18380,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=108605
18381,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=85489
18382,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=78457
18383,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=81236
18384,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=80535
18385,https://smu.chalkandwire.com/DemographicsRun.aspx?TopicId=146&deptID=0&AllocationID=81333
